Application Number,Type of Tax Credit Funding,Construction Type,Developer,Housing Type,Project Address,Project Name,Project City,Project Zip Code,Project Phone Number,Project County,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Total Units,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Annual Federal Award,Total State Award,,,
CA-1990-177,9 %,New Construction,WOHA Corp.,Large Family,"616 Ohlone Street, Davis, CA 95618",Rosewood Park/Willow Glen,Davis,95616,530-757-4436,Yolo,4,3,3,106.07,,Extended,8/31/92,08/31/92,36,36,0,3,21,12,0,0,0,,,,,,,,,,,Willowshade Associates L.P.,Manuela Silva,"5030 Business Center Drive, Suite 260",Fairfield,CA,94534,707-759-6043,707-759-6053,WOHA Corporation,,,,,Sterling Asset Management Company,Peter Lundberg,"5030 Business Center Drive, Suite 260",Fairfield,CA,94534,707-759-6043,707-759-6053,"$309,905","$1,074,823",,,
CA-1991-020,9 %,New Construction,Centro Partners L.P.,SRO,"1110 Pacific Avenue, Santa Cruz, CA 95060     ",El Centro,Santa Cruz,95060,831-459-9883,Santa Cruz,29,17,20,1010,,Extended,12/17/93,12/17/93,44,44,0,0,0,0,0,0,0,,,,,,,,,,,"Centro Partners, LP",Yelena Zilberfayn,"1360 Mission Street, #300",San Francisco,CA,94103,415-355-7156,415-355-7101,South of Market Mercy Housing,,,,,Mercy Housing Management Group,Michael Liebe,"1360 Mission Street, #300",San Francisco,CA,94103,415.355.7132,415.355.7101,"$328,003",$0,,,
CA-1991-022,9 %,,Skid Row Housing Trust,SRO,"526 South Main Street, Los Angeles, CA 90013     ",The Sanborn Hotel,Los Angeles,90013,213-624-7692,Los Angeles,53,30,34,2073.02,,Extended,12/24/92,12/24/92,46,46,0,0,0,0,0,0,0,,,,,,,,,,,Sanborn Hotel LP,Jo-Anne Cohen,1317 E 7th Street,Los Angeles,CA,90021,213-683-0522,213-683-0781,Skid Row Housing Trust,,,,,SRHT Property Management Company,LaCheryl Porter,1317 E 7th Street,Los Angeles,CA,90021,213-683-0522,213-683-0781,"$205,077","$1,059,340",,,
CA-1991-024,9 %,,Abode Communities,SRO,"512 South Main Street, Los Angeles, CA 90012     ",Leonide Apartments,Los Angeles,90012,(213) 627-7388,Los Angeles,53,30,34,2073.02,,Extended,5/29/92,05/29/92,66,66,0,0,0,0,0,0,0,,,,,,,,,,,Single Room Occupancy Corporation,Michelle Gibbons,"1055 W. 7th Street, Suite 3250",Los Angeles,CA,90017,(213) 229-9640,(213) 229-9677,,,,,,Single Room Occupancy Corporation,Michelle Gibbons,"1055 W. 7th Street, Suite 3250",Los Angeles,CA,90017,(213) 229-9640,(213) 229-9677,"$304,746","$1,519,637",,,
CA-1991-025,9 %,New Construction,South Berkeley Neighborhood Development,Large Family,"3253 Adeline Street, Berkeley, CA 94703     ",Lorin Station Plaza,Berkeley,94703,(510) 540-0382,Alameda,15,9,13,4239.01,,Extended,4/28/93,04/28/93,14,14,0,4,8,2,0,0,0,,,,,,,,,,,"Lorin Station, Inc.",Dayle Bartlett,3253 Adeline Street,Berkeley,CA,94703,(510) 697-1234,(510) 540-0727,South Berkeley Neighborhood Corporation,,,,,EAH Housing,Joana Whittingham,2169 E. Francisco Blvd.  Suite B,San Rafael,CA,94901,(415) 295-8808,(415) 295-8908,"$199,365",$0,,,
CA-1991-026,9 %,New Construction,"Eaton Housing, Inc.",Large Family,"1577 East Lassen Avenue, Chico, CA 95973     ",East of Eaton,Chico,95973,(530)899-1031,Butte,3,4,1,1.04,,Extended,8/28/92,08/28/92,76,76,0,0,0,0,0,0,0,,,,,,,,,,,"Eaton Housing, Inc.",David Ferrier,1001 Willow Street,Chico,CA,95928,(530)891-6931,(530)891-4442,Community Housing Improvement Program,,,,,Community Housing Improvement Program,David Hodges,1001 Willow Street,Chico,CA,95928,(530)624-3494,(530)891-4442,"$669,638",$0,,,
CA-1991-027,9 %,New Construction,"Coyote Springs Apartments, Inc.",Large Family,"3601 N. Sunrise Way, Palm Springs, CA 92262     ",Coyote Run Apartments,Palm Springs,92262,760-327-6802,Riverside,42,28,36,446.05,,Extended,3/5/93,03/05/93,140,140,0,0,0,0,0,0,0,,,,,,,,,,,Coyote Springs Apartment Associates,Pedro S.G. Rodriguez,"45-701 Monroe Street, Suite G",Indio,CA,92201,760-347-3157,760-342-6466,"Coyote Springs Apartments, Inc.",,,,,Hyder Property Management Professionals,DeeDee Rogers,"1649 Capalina Road, Suite 500",San Marcos,CA,92069,760-591-9737,760-591-9784,"$1,262,676",$0,,,
CA-1991-028,9 %,New Construction,Mission Housing Development Corp.,Large Family,"3330 Army Street, San Francisco, CA 94110     ",Del Carlo Court,San Francisco,94110,(415) 695-9454,San Francisco,17,11,12,252,,Extended,1/28/93,01/28/93,25,25,0,0,0,0,0,0,0,,,,,,,,,,,Del Carlo Associates,Sam Moss,474 Valencia Street,San Francisco,CA,94103,(415) 864-6432,(415) 864-0378,"Del Carlo Court, Inc.",,,,,Caritas Management Corporation,Deborah Madaris,1358 Valencia Street,San Francisco,CA,94110,(415) 647-7191x113,(415) 648-3919,"$574,326",$0,,,
CA-1991-031,9 %,New Construction,"Mercy Properties, Inc.",Large Family,"111 Jones Street, San Francisco, CA 94102     ",111 Jones Street Apartments,San Francisco,94102,415.474.2680,San Francisco,17,11,12,125.01,,Extended,4/30/93,04/30/93,108,107,8,64,15,20,0,0,0,,,,,,,,,,,"111 Jones Associates, L. P.",Kim Duran-Portello,"1360 Mission Street, #300",San Francisco,CA,94103,213.743.5824,213.743.5858,Mercy Properties Inc,,,,,Mercy Housing Management Group,Michael Liebe,"1360 Mission Street, #300",San Francisco,CA,94103,415.355.7132,415.355.7101,"$1,670,593",$0,,,
CA-1991-032,9 %,,Civic Center Barrio Housing Corp,Large Family,"638 East Adams, Santa Ana, CA 92707     ",La Gema Del Barrio,Santa Ana,92707,7148350406,Orange,69,34,46,740.03,,Extended,10/6/92,10/06/92,6,6,0,0,0,0,0,0,0,,,,,,,,,,,La Gema Del Barrio Ltd. Ptnership,Ronnie Sandoval,"980 W. 17th Street, Suite E",Santa Ana,CA,92706,7148350406,7148357354,Civic Center Barrio Housing Corporation,,,,,Civic Center Barrio Housing Corporation,Jessica Wallace,"980 W. 17th Street, Suite E",Santa Ana,CA,92706,7148350406,7148357354,"$102,805",$0,,,
CA-1991-038,9 %,New Construction,Corridor Economic Development Corp.,Large Family,"6726 Eleventh Avenue, Los Angeles, CA 90043     ",Eleventh Avenue Apartments,Los Angeles,90043,(323) 753-6991,Los Angeles,62,30,37,2352.02,,Extended,8/12/93,08/12/93,22,22,0,0,8,14,0,0,0,,,,,,,,,,,6720 Eleventh Avenue Partners Ltd,Sharon Sumpter,"6100 Center Drive, Suite 1200",Los Angeles,CA,90045,310-568-8500,310-568-1021,Ausar Economic Development Corporation,,,,,TMC Management,Mia Jackson,"6100 Center Drive, Suite 1200",Los Angeles,CA,90045,310-568-8500,310-568-1021,"$255,294",$0,,,
CA-1991-046,9 %,New Construction,Philip Hammond,Large Family,"16530 Palmer Avenue, Huron, CA 93234     ",Tierra Del Vista Apartments,Huron,93234,559-651-3559,Fresno,31,12,21,78.02,,Extended,10/30/92,10/30/92,54,54,0,0,0,0,0,0,0,,,,,,,,,,,Tierra Del Vista I Ltd,Sarah Todd,1219 N. Plaza Drive,Visalia,CA,93291,559-651-3559,559-651-2585,Philip R Hammond,,,,,"Tetra Property Management, Inc",Sarah Todd,1219 N. Plaza Drive,Visalia,CA,93291,559-651-3559,559-651-2585,"$206,132","$1,065,196",,,
CA-1991-049,9 %,New Construction,Shasta Villa Associates Ltd.,Non Targeted,"244 South Ventura Avenue, Farmersville, CA 93223     ",Villa Del Rey Apartments,Farmersville,93223,5597471251,Tulare,26,14,22,16.02,,Extended,5/22/91,05/22/91,36,36,0,0,0,0,0,0,0,,,,,,,,,,,Villa Del Rey Associates,Anita Castaneda,1739 University,Visalia,CA,93277,5596276899,5596271311,"Azteca Group, LLC",,,,,Self Managed,,,,,,,,"$66,669",$0,,,
CA-1991-059,9 %,New Construction,Kaweah Management Company,Large Family,"41692 Road 105, Sultana, CA 93666     ",Sultana Acres,Sultana,93666,559-625-3015,Tulare,26,14,22,3.01,,Extended,6/11/92,06/11/92,36,36,0,0,0,0,0,0,0,,,,,,,,,,,Kaweah Management Company,Cynthia Fernandez,P.O. Box 791,Visalia,CA,93279,5596273700 ext. 122,5597330169,,,,,,Housing Authority of Tulare County,Ken Kugler,P. O. Box 791,Visalia,CA,93279,5596273700 ext 114,5597330169,"$285,857",$0,,,
CA-1991-060,9 %,New Construction,El Pueblo Community Development Corp.,Large Family,"1450 W Temple St, Los Angeles, CA 90015     ",Casa Gloria,Los Angeles,90015,(213) 250-5279,Los Angeles,51,24,34,2080,,Extended,12/17/93,12/17/93,46,46,0,0,0,0,0,0,0,,,,,,,,,,,Casa Gloria Limited Partnership,Carmela Lacayo,"234 E Colorado Boulevard, Suite 300",Pasadena,CA,91101,(626) 564-1988,(626) 564-2659,El Pueblo Community Development Corporation,,,,,Barker Management Incorporated,Arely Vasquez,"1101 E. Orangewood, Suite 200",Anaheim,CA,92805,(714) 533-3450,(714) 533-8608,"$930,551",$0,,,
CA-1991-061,9 %,New Construction,Brookmore Apts. Corporation,Large Family,"3804 Wisconsin Street, Los Angeles, CA 90037     ",Henderson Homes,Los Angeles,90037, (323) 373-1458,Los Angeles,59,30,37,2312.20,,Extended,10/12/93,10/12/93,11,11,0,0,0,0,0,0,0,,,,,,,,,,,"3804 Wisconsin Street Partners, LP",Donzella Jordan,"333 West Florence Avenue, Level B Mailroom",Inglewood,CA,90301, (310) 544-1945, (310) 544-1536,Community Resource Talent Development,,,,,The John Stewart Company,Rich Himmelberger,"888 South Figueroa Street, Suite 700",Los Angeles,CA,90017,(213) 787-2700,(213) 833-1864,"$127,322",$0,,,
CA-1991-063,9 %,New Construction,Brookmore Apts. Corp.,Large Family,"3845 Wisconsin Street, Los Angeles, CA 90037     ",Robinson Villa,Los Angeles,90037,(323) 373-1458,Los Angeles,59,30,37,2312.20,,Extended,10/8/93,10/08/93,12,12,0,0,0,0,0,0,0,,,,,,,,,,,3839 Wisconsin St. Apartments,Donzelle Jordan," 333 West Florence Avenue, Level B Mailroom",Inglewood,CA,90301,(310) 877-0346,(310) 544-1536,Community Resource Talent Development,,,,, The John Stewart Company,Rich Himmelberger," 888 South Figueroa Street, Suite 700",Los Angeles,CA,90017,(213) 878-2700,(213) 833-1864,"$143,976",$0,,,
CA-1991-081,9 %,New Construction,MidPen Housing,Large Family,"4984 Severance Drive, San Jose, CA 95136     ",Santa Familia,San Jose,95136,408-448-2946,Santa Clara,28,15,19,5120.24,,Extended,6/10/93,06/10/93,79,78,0,30,23,26,0,0,0,,,,,,,,,,,Holy Family Associates,Matthew Franklin,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,650-356-2900,650-357-9766,Mid Peninsula Holy Family Corporation,,,,,MidPen Housing Corporation,Debra W. Sobeck,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,650-356-2900,650-357-9766,"$716,041",$0,,,
CA-1991-082,9 %,New Construction,MidPen Housing,Large Family,"1105 Willow Road, Menlo Park, CA 94025     ",Willow Court Phase I,Menlo Park,94025,650-323-5615,San Mateo,24,13,14,6120,,Extended,10/23/92,10/23/92,6,6,0,0,2,0,4,0,0,,,,,,,,,,,EPA Woodlands Associates,Matthew Franklin,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,650-356-2900,650-357-9766,Mid-Peninsula Woodlands Corporation,,,,,MidPen Housing Corporation,Debra W. Sobeck,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,650-356-2900,650-357-9766,"$57,039","$232,311",,,
CA-1991-083,9 %,New Construction,MidPen Housing,Large Family,"3120 Cunnison Lane, Soquel, CA 95073     ",The Farm,Soquel,95073,8314762768,Santa Cruz,29,17,20,1220.01,,Extended,6/25/93,06/25/93,39,39,0,0,0,0,0,0,0,,,,,,,,,,,"The Farm Associates, L.P.",Matthew Franklin,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,6503562900,6506579766,"Mid-Peninsula Ginzton, Inc.",,,,,MidPen Housing Corporation,Debra W. Sobeck,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,6503562900,6503579766,"$469,672",$0,,,
CA-1991-084,9 %,New Construction,MidPen Housing,Large Family,"634 Parr Avenue, Los Gatos, CA 95030     ",Open Doors,Los Gatos,95030,408-379-6119,Santa Clara,28,15,18,5070.01,,Extended,2/1/93,02/01/93,64,64,0,0,34,28,2,0,0,,,,,,,,,,,Open Doors Associates,Matthew Franklin,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,650-356-2900,650-357-9766,"Mid-Peninsula Ginzton, Inc",,,,,MidPen Housing Corporation,Debra W. Sobeck,"303 Vintage Park Drive, Suite 250",Foster City,CA,94404,650-356-2900,650-357-9766,"$685,759",$0,,,
CA-1991-102,9 %,New Construction,Escondido Family Housing,Large Family,"1245 Grand Avenue, Escondido, CA 92027     ",Daybreak Grove/Sunrise Place (Site A),Escondido,92027,(760) 737-7692,San Diego,75,38,50,202.11,,Extended,6/25/93,06/25/93,21,21,0,0,0,0,0,0,0,,,,,,,,,,,Daybreak Housing Partnership,Rosemary Stabrawa,"2815 Camino Del Rio S, Suite 350",San Deigo,CA,92108,619-282-6647,619-640-7119,Escondido Family Housing Corporation,,,,,ConAm Management,Clyde Capua,"3990 Ruffin Road, Suite 100",San Deigo,CA,92123,858-614-7283,858-614-7283,"$161,423","$854,642",,,
CA-1991-102,9 %,New Construction,,Large Family,"1252 Washington Avenue, Escondido, CA 92027     ",Daybreak Grove/Sunrise Place (Site B),Escondido,92027,(760) 737-7692,San Diego,75,38,50,202.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-1991-103,9 %,New Construction,Arlington-Rodeo Properties Inc.,Large Family,"3804 South Arlington Avenue, Los Angeles, CA 90008     ",Arlington Rodeo Apartments,Los Angeles,90008,213-272-8937,Los Angeles,54,30,37,2340,,Extended,10/29/93,10/29/93,29,29,0,0,0,0,0,0,0,,,,,,,,,,,Arlington-Rodeo Properties Ltd.,Kaifa Tulay,3470 Wilshire Blvd Suite 1030,Los Angeles,CA,90010,2133884872,2133887861,Central City Economic Development Corporation,,,,,"G C Management, LLC",Gloria Rangel,3470 Wilshire Blvd Suite 1030,Los Angeles,CA,90010,2133884872,2133887861,"$509,217",$0,,,
CA-1991-104,9 %,New Construction,Korean Youth Center,Large Family,"3987 West Seventh Street, Los Angeles, CA 90005     ",Korean Youth Center Apts,Los Angeles,90005,213-621-3003,Los Angeles,53,24,34,2126.10,,Extended,12/21/93,12/21/93,19,19,0,0,0,0,0,0,0,,,,,,,,,,,"Korean Youth Center Ltd, A CA L.P.",Joe St. John,"3727 West 6th Street, Suite 300",Los Angeles,CA,90020,213-365-7400,213-927-0017,"Korean Youth and Community Center, Inc.",,,,,LTSC Community Development Corporation,Walter Morita,"3727 West 6th Street, Suite 300",Los Angeles,CA,90020,213-473-1637,213-927-0017,"$188,058","$974,896",,,
CA-1991-107,9 %,New Construction,Community Corporation of Santa Monica,Large Family,"2425 Virginia Avenue, Santa Monica, CA 90401     ",Virginia Village,Santa Monica,90401,3103948487,Los Angeles,50,26,33,7018.01,,Extended,5/27/93,05/27/93,13,12,3,1,2,7,0,0,0,,,,,,,,,,,Virginia Village Ltd.,Durinda Abraham,1423 2nd Street Suite B,Santa Monica,CA,90401,310-394-8487,310-395-4336,Community Corporation of Santa Monica,,,,,Community Corporation of Santa Monica,Durinda Abraham,1423 2nd Street Suite B,Santa Monica,CA,90401,310-394-8487,310-395-4336,"$117,627","$573,432",,,
CA-1991-108,9 %,New Construction,"Mercado La Palaya, Inc.",Senior,"218 Leibrandt Street, Santa Cruz, CA 95060     ",La Playa,Santa Cruz,95060,831-459-9296,Santa Cruz,29,17,20,1010,,Extended,12/30/93,12/30/93,8,8,0,0,0,0,0,0,0,,,,,,,,,,,Riverside Liebrandt Partners,Yelena Zilberfayn,"1360 Mission Street, #300",San Francisco,CA,94103,415-355-7156,415-355-7101,South of Market Mercy Housing,,,,,Mercy Housing Management Group,Michael Liebe,"1360 Mission Street, #300",San Francisco,CA,94103,415.355.7132,415.355.7101,"$115,312",$0,,,
CA-1991-133,9 %,New Construction,Park Village Apts Limited Partnership,Large Family,"1246 Third Avenue, Chula Vista, CA 91911     ",Park Village Apartments,Chula Vista,91911,6194225399,San Diego,80,40,51,132.03,,Extended,2/4/93,02/04/93,28,28,0,0,0,0,0,0,0,,,,,,,,,,,Park Village Apts. LP,Ronnie Sandoval,"980 W. 17th Street, Suite E",Santa Ana,CA,92706,7148350406,7148357354,Civic Center Barrio Housing Corporation,,,,,Civic Center Barrio Housing Corporation,Jessica Wallace,"980 W. 17th Street, Suite E",Santa Ana,CA,92706,7148350406,7148357354,"$152,107","$741,524",,,
CA-1991-134,9 %,New Construction,Civic Center Barrio Housing Corp.,Large Family,"201 North Raitt Street, Santa Ana, CA 92703     ",Raitt Street Apartments,Santa Ana,92703,714-835-0406,Orange,69,34,46,748.02,,Extended,8/17/93,08/17/93,6,6,0,0,0,6,0,0,0,,,,,,,,,,,Raitt Street Apartments / Casa Civico,Kelly Irwin,980 W. 17th St. Suite E,Santa Ana,CA,92706,(714)835-0406,(714)835-7354,Civic Center Barrio Housing Corporation,,,,,Civic Center Barrio Housing Corporation,Ronnie Sandoval,980 W. 17th St. Suite E,Santa Ana,CA,92706,(714) 835-0406,(714)835-7354,"$93,413",$0,,,
CA-1991-137,9 %,New Construction,Catholic Charities Community Development,Large Family,"690 N Herbert Ave, Los Angeles, CA 90063     ",San Felipe Homes,Los Angeles,90063,323.780.2711,Los Angeles,51,24,34,5309.02,,Extended,10/8/93,10/08/93,20,20,0,0,0,0,0,0,0,,,,,,,,,,,San Felipe Homes L.P.,Kim Duran-Portello,1500 South Grand Ave. #100,Los Angeles,CA,90015,213.743.5824,,"Mercy Properties, Inc.",,,,,Mercy Housing Management Group,Jacquie Hoffman,"1360 Mission Street, #300",San Francisco,CA,95691,415.355.7153,415.355.7101,"$363,055",$0,,,
CA-1991-169,9 %,New Construction,Dinuba Manor,Large Family,"1333 South Greene, Dinuba, CA 93221     ",Dinuba Manor,Dinuba,93221,559-591-7848,Tulare,26,16,22,15.01,,Extended,12/1/92,12/01/92,24,24,0,0,0,0,0,0,0,,,,,,,,,,,Dinuba Manor Ltd,Ben Cripps,5947 W. Modoc Ave.,Visalia,CA,93291,559-280-3105,,Thelma Venturella,,,,,Buckingham Property Management,Rosemary Lynch,2170 N. Winery Ave,Fresno,CA,93703,559-452-8250,559-452-8249,"$141,174","$697,079",,,
CA-1991-171,9 %,,Mead Avenue Housing Associates,Large Family,"2551 San Pablo Avenue, Oakland, CA 94612     ",San Pablo Suites,Oakland,94612,510-446-7100,Alameda,18,9,13,4016,,Extended,7/1/92,07/01/92,43,43,0,0,0,0,0,0,0,,,,,,,,,,,Mead Avenue Housing Assoc.,Keith Kim,296 Mather Street #1,Oakland,CA,94611,510-282-5517,510-419-0539,Keith J. Kim,,,,,Keith Kim,Keith Kim,296 Mather Street #1,Oakland,CA,94611,510-282-5517,510-419-0539,"$175,819",$0,,,
CA-1991-173,9 %,New Construction,Mutual Housing Association,Large Family,"3351 Norwood Avenue, Sacramento, CA 95825     ",Norwood Estates,Sacramento,95825,9166493462,Sacramento,7,6,6,67.02,,Extended,8/18/93,08/18/93,44,44,0,0,22,22,0,0,0,,,,,,,,,,,Norwood Housing Associates,Bryan Dove,"8001 Fruitridge Road, Suite A",Sacramento,CA,95820,9164538400x217,9164538401,Mutual Housing Corporation,,,,,Mutual Housing Corporation,Ken Brackenhoff,"8001 Fruitridge Road, Suite B",Sacramento,CA,95820,9164693942x226,9164538401,"$246,590","$784,098",,,
CA-1991-175,9 %,New Construction,Dean Greenwalt,Senior,"725 Pinewood Court, Williams, CA 95987     ",Pinewood Manor Apartments,Williams,95987,530-473-5530,Colusa,4,4,3,3,,Extended,2/16/93,02/16/93,26,26,0,0,0,0,0,0,0,,,,,,,,,,,Pinewood Manor Ltd.,Aaron Richards,3 East Stow Road,Marlton,NJ,0-08053,209 334-6565,209 370-1574,Pinewood Manor - Michaels (PAM) LLC,,,,,Interstate Realty Management,Aaron Richards,2020 W Kettleman Lane,Lodi,CA,92614,209 334-6565,209 370-1574,"$47,835","$154,367",,,
CA-1991-185,9 %,New Construction,MA Maxwell,Non Targeted,"1756 Willowbrook Drive, Merced, CA 95348     ",Willowbrook Apartments,Merced,95348,209-722-0745,Merced,21,12,16,10.05,,Extended,11/4/91,11/04/91,80,16,0,0,0,0,0,0,0,,,,,,,,,,,M & R Associates,Kristina Lencioni,141 Hawk Drive,Merced,CA,95341,209-383-6145,209-383-6068,GUY MAXWELL,,,,,Maxwell Construction Inc,Kristina Lencioni,141 Hawk Drive,Merced,CA,95341,209-383-6145,209-383-6068,"$34,595",$0,,,
CA-1991-186,9 %,New Construction,AHDC,Non Targeted,"732 North Clovis Avenue, Clovis, CA 93611     ",Cottonwood Grove,Clovis,93611,559.323.5622,Fresno,23,8,22,55.13,,Extended,6/30/92,06/30/92,150,30,0,0,0,0,0,0,0,,,,,,,,,,,Cottonwood Grove LTD,Anne Toyloy,"3128 Willow Ave., Ste. 101",Clovis,CA,93612,559.292.9212,559.292.3376,Conway/Herzog,,,,,Winn Residential,Jim Aliberti,"2350 W. Shaw Ave., Ste. 142",Fresno,CA,93711,559.435.3434,559.476.5238,"$58,067",$0,,,
CA-1991-187,9 %,New Construction,"M.J. Conway, Jr.",Non Targeted,"3207 West Shields Avenue, Fresno, CA 93722     ",Sequoia Knolls,Fresno,93722,559.276.8245,Fresno,23,8,16,38.05,,Extended,11/6/92,11/06/92,52,20,0,0,0,0,0,0,0,,,,,,,,,,,Shields at 99 Partnership,Mike Conway,"3128 Willow Ave., Ste. 101",Clovis,CA,93612,559.253.7240,559.253.7244,M. J. Conway,,,,,Winn Residential,Jim Aliberti,"2350 W. Shaw Ave., Ste. 142",Fresno,CA,93711,559.435.3434,559.476.5238,"$28,737",$0,,,
CA-1991-191,9 %,New Construction,Central Valley Coalition/Affordable Hsg.,Large Family,"1296 West First Street, Merced, CA 95340     ",Childs Avenue Apartments,Merced,95340,209-384-0886,Merced,21,12,16,15.03,,Extended,3/23/93,03/23/93,27,27,0,0,0,0,0,0,0,,,,,,,,,,,Childs Avenue Limited Partnership,Christina Alley,"3351 ""M"" Street, Suite #100",Merced,CA,95348,209-388-0782,209-385-3770,Central Valley Coalition for Affordable Housing,,,,,Central Valley Coalition for Affordable Housing,Christina Alley,"3351 ""M"" Street, Suite #100",Merced,CA,95348,209-388-0782,209-385-3770,"$96,830",$0,,,
CA-1991-192,9 %,New Construction,Oakdale Senior Housing,Non Targeted,"470 East A Street, Oakdale, CA 95361     ",Oakdale Senior Center,Oakdale,95361,209-845-3566,Stanislaus,12,8,10,2.03,,Extended,6/9/93,06/09/93,80,80,0,64,16,0,0,0,0,,,,,,,,,,,Oakdale Senior Housing,Albert Avila,280 North Third Avenue,Oakdale,CA,95361,2098453584,2098476834,Oakdale Senior Housing Corporation,,,,,Eugene Burger Management Corporation,Iris Cochlan,"555 Capitol Mall, Suite 710",Sacramento,CA,95814,9164436637,9164435254,"$211,048",$0,,,
CA-1992-001,9 %,Acquisition/Rehab,Abode Communities,Senior,"1709 W. 8th Street, Los Angeles, CA 90017     ",Crescent Arms,Los Angeles,90017,213-483-2767,Los Angeles,53,24,34,2094.03,,EXTENDED,3/3/95,03/03/95,186,184,184,2,0,0,0,0,0,,,,,,,,,,,Fremont Building Limited Partnership,Patrick Reyes,"701 E 3rd Street, Suite 400",Los Angeles,CA,90013,213-225-2756,213-225-2757,Abode Communities,,,,,Abode Communities,Luz Soto,"701 E 3rd Street, Suite 400",Los Angeles,CA,90013,213-225-2754,213-225-2755,"$1,893,671",$0,,,
CA-1992-005,9 %,New Construction,Integrated Community Builders,Large Family,"122 E. 120th Street, Los Angeles, CA 90061     ",Rohit Villas,Los Angeles,90061,323-777-5082,Los Angeles,64,30,44,2414,,Extended,12/31/94,12/31/94,16,7,0,0,3,2,2,0,0,,,,,,,,,,,Rohit Villas LP,Bharati Rohit,8188 Gay Street,Cypress,CA,90630,714-343-8753,323-777-5082,INTEGRATED COMMUNITY BUILDERS,,,,,INTEGRATED COMMUNITY BUILDERS,Bharati Rohit,8188 Gay Street,Cypress,CA,90630,714-343-8753,323-777-5082,"$30,101",$0,,,
